league,name,country,matches,total_yellow_cards,total_red_cards,avg_yellow_per_match,avg_red_per_match,avg_goals_per_match,avg_fouls_per_match,career_games,career_yellow_cards,career_red_cards
arabia_saudita_pro_league_2026_2027,Shukri Alhunfush,Saudi Arabia,24,71,5,2.96,0.21,2.96,24.7,61,204,6
arabia_saudita_pro_league_2026_2027,Mohammed Khled Hoish,Saudi Arabia,21,89,6,4.24,0.29,3.0,25.0,102,395,16
arabia_saudita_pro_league_2026_2027,Majed Mohammed Al-Shamrani,Saudi Arabia,20,85,6,4.25,0.3,2.75,23.6,74,292,13
arabia_saudita_pro_league_2026_2027,Khaled Al Teris,Saudi Arabia,19,87,2,4.58,0.11,3.05,25.5,87,358,11
arabia_saudita_pro_league_2026_2027,Abdullah Al-Kharbosh,Saudi Arabia,16,62,3,3.88,0.19,3.12,22.7,38,154,5
arabia_saudita_pro_league_2026_2027,Abdullah Al-Owaidan,Saudi Arabia,15,53,3,3.53,0.2,3.13,23.3,17,64,4
arabia_saudita_pro_league_2026_2027,Faisal Suleiman Al-Balawi,Saudi Arabia,15,57,4,3.8,0.27,2.53,23.3,65,278,11
arabia_saudita_pro_league_2026_2027,Mohammed Sami Taher Al Ismail,Saudi Arabia,15,58,3,3.87,0.2,2.73,22.1,30,140,4
arabia_saudita_pro_league_2026_2027,Abdullah Al-Harbi,Saudi Arabia,11,45,2,4.09,0.18,3.18,25.0,26,104,5
arabia_saudita_pro_league_2026_2027,Ali Al-Qahtani,Saudi Arabia,11,38,1,3.45,0.09,2.45,20.5,14,46,3
arabia_saudita_pro_league_2026_2027,Abdullah Dhafer Al-Shehri,Saudi Arabia,10,37,3,3.7,0.3,3.7,20.6,24,83,4
arabia_saudita_pro_league_2026_2027,Ahmad Al Rumaikhani,Saudi Arabia,9,25,6,2.78,0.67,3.33,24.1,37,124,4
arabia_saudita_pro_league_2026_2027,Fareeh Al-Jaloud,Saudi Arabia,9,35,3,3.89,0.33,2.44,20.3,10,43,2
arabia_saudita_pro_league_2026_2027,Khalid Al-Ahmari,Saudi Arabia,9,32,2,3.56,0.22,3.11,24.1,13,55,1
arabia_saudita_pro_league_2026_2027,Mohammed Nasser Abu Shaqara,Saudi Arabia,9,38,3,4.22,0.33,3.0,23.1,14,58,2
arabia_saudita_pro_league_2026_2027,Abdulsamad Bakri,Saudi Arabia,8,41,2,5.12,0.25,3.25,26.1,26,111,3
arabia_saudita_pro_league_2026_2027,Ahmed Mohammed Al-Rumaikhani,Saudi Arabia,8,30,0,3.75,0.0,2.75,24.9,17,60,0
arabia_saudita_pro_league_2026_2027,Sami Ahmed Al-Jurays,Saudi Arabia,8,37,2,4.62,0.25,2.88,20.2,34,144,6
arabia_saudita_pro_league_2026_2027,Abdullah Zarban,Saudi Arabia,7,38,0,5.43,0.0,3.43,24.3,8,42,0
arabia_saudita_pro_league_2026_2027,Sultan Al-Harbi,Saudi Arabia,7,15,2,2.14,0.29,2.71,23.0,21,71,3
arabia_saudita_pro_league_2026_2027,Anastasios Sidiropoulos,Greece,5,27,3,5.4,0.6,1.8,25.2,361,1878,50
arabia_saudita_pro_league_2026_2027,Donatas Rumsas,Lithuania,5,21,2,4.2,0.4,2.6,23.8,183,705,18
arabia_saudita_pro_league_2026_2027,Istvan Kovacs,Romania,4,17,1,4.25,0.25,3.25,18.8,450,2391,64
arabia_saudita_pro_league_2026_2027,Nikola Dabanovic,Montenegro,4,13,0,3.25,0.0,2.75,18.5,105,390,6
arabia_saudita_pro_league_2026_2027,Sebastian Gishamer,Austria,4,10,1,2.5,0.25,5.25,17.8,290,1268,38
arabia_saudita_pro_league_2026_2027,Ali Mohammed Sawia Al Qahtani,Saudi Arabia,3,5,1,1.67,0.33,2.33,17.0,3,10,1
arabia_saudita_pro_league_2026_2027,Eric Lambrechts,Belgium,3,16,0,5.33,0.0,2.67,22.3,345,1403,35
arabia_saudita_pro_league_2026_2027,Jesús Valenzuela,Venezuela,3,15,2,5.0,0.67,2.0,23.7,136,649,15
