league,name,country,matches,total_yellow_cards,total_red_cards,avg_yellow_per_match,avg_red_per_match,avg_goals_per_match,avg_fouls_per_match,career_games,career_yellow_cards,career_red_cards
dinamarca_danish_superliga_2026_2027,Sandi Putros,Denmark,91,352,9,3.87,0.1,2.71,24.3,202,839,18
dinamarca_danish_superliga_2026_2027,Jakob Kehlet,Denmark,83,256,14,3.08,0.17,2.98,22.6,370,1253,26
dinamarca_danish_superliga_2026_2027,Morten Krogh,Denmark,82,325,18,3.96,0.22,3.09,27.1,223,914,18
dinamarca_danish_superliga_2026_2027,Jacob A. Sundberg,Denmark,79,343,8,4.34,0.1,2.95,25.5,131,569,17
dinamarca_danish_superliga_2026_2027,Mads Kristoffer Kristoffersen,Denmark,79,286,9,3.62,0.11,2.96,21.8,305,1180,25
dinamarca_danish_superliga_2026_2027,Mikkel Redder,Denmark,74,288,12,3.89,0.16,2.69,25.2,139,556,14
dinamarca_danish_superliga_2026_2027,Jens Maae,Denmark,71,258,9,3.63,0.13,2.96,23.7,254,870,15
dinamarca_danish_superliga_2026_2027,Aydin Uslu,Denmark,70,240,9,3.43,0.13,3.1,23.8,97,342,4
dinamarca_danish_superliga_2026_2027,Jacob Karlsen,Denmark,64,211,6,3.3,0.09,2.77,22.6,81,267,4
dinamarca_danish_superliga_2026_2027,Jonas Hansen,Denmark,61,246,13,4.03,0.21,2.89,18.7,77,324,11
dinamarca_danish_superliga_2026_2027,Jorgen Daugbjerg Burchardt,Denmark,55,217,7,3.95,0.13,2.75,,157,673,11
dinamarca_danish_superliga_2026_2027,Lasse Laebel Graagaard,Denmark,49,127,5,2.59,0.1,3.29,25.3,52,143,4
dinamarca_danish_superliga_2026_2027,Peter Kjaersgaard-Andersen,Denmark,46,188,8,4.09,0.17,2.41,,210,851,10
dinamarca_danish_superliga_2026_2027,Michael Tykgaard,Denmark,43,143,6,3.33,0.14,2.77,23.8,237,831,15
dinamarca_danish_superliga_2026_2027,Frederik Svendsen,Denmark,16,55,2,3.44,0.12,3.06,19.9,16,56,1
dinamarca_danish_superliga_2026_2027,Svend Funder,Denmark,15,47,3,3.13,0.2,3.6,20.2,16,55,2
dinamarca_danish_superliga_2026_2027,Simon Duerlund Rasmussen,Denmark,12,47,1,3.92,0.08,2.5,,13,53,1
dinamarca_danish_superliga_2026_2027,Anders Poulsen,Denmark,11,32,1,2.91,0.09,2.64,,178,561,8
dinamarca_danish_superliga_2026_2027,Menelaos Antoniou,Cyprus,4,14,0,3.5,0.0,2.25,,111,474,6
dinamarca_danish_superliga_2026_2027,Kyriakos Athanasiou,Cyprus,3,17,2,5.67,0.67,3.0,,83,401,10
dinamarca_danish_superliga_2026_2027,Chrysovalantis Theouli,Cyprus,2,5,0,2.5,0.0,5.5,,172,690,13
dinamarca_danish_superliga_2026_2027,Simon Duerland Rasmussen,Denmark,2,5,0,2.5,0.0,1.0,15.0,2,5,0
dinamarca_danish_superliga_2026_2027,Andreas M. Argyrou,Cyprus,1,2,0,2.0,0.0,3.0,,65,316,5
dinamarca_danish_superliga_2026_2027,Christian Just Brixen,,1,3,0,3.0,0.0,0.0,,1,3,0
dinamarca_danish_superliga_2026_2027,Mads-Kristoffer Kristoffersen,Denmark,1,4,0,4.0,0.0,3.0,15.0,321,1263,27
